Linea;Línea Unificada;Canal de distribución;Anio;Mes;Fecha;Fac Impo Bruto;Costo Total Com;Fac Kilos;Comercial Kilos;Rendimiento;Precio
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;15/3/2022;1661328;298943;4225;1390;1362385;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;16/3/2022;565780;18177;1440;75;547603;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;17/3/2022;2681952;762827;6825;3545;1919125;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;18/3/2022;2509011;338596;6350;1575;2170415;395
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;19/3/2022;5834822;0;14950;0;5834822;390
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;21/3/2022;1601867;0;4075;0;1601867;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;22/3/2022;0;184098;0;850;-184098;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;23/3/2022;108064;454182;275;2410;-346118;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;24/3/2022;0;15148;0;63;-15148;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;25/3/2022;2511286;5157986;6385;24000;-2646700;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;27/3/2022;0;283383;0;1330;-283383;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;28/3/2022;450364;32229;1138;150;418135;396
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;29/3/2022;602302;289992;1525;1040;312310;395
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;30/3/2022;3517794;4879351;8950;22715;-1361557;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Marzo;31/3/2022;1587631;2565762;4325;11935;-978131;367
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;1/4/2022;2344215;118659;6398;525;2225556;366
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;4/4/2022;1849409;-1075;5055;-5;1850484;366
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;5/4/2022;982989;105249;2720;465;877740;361
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;6/4/2022;1627100;0;4320;0;1627100;377
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;7/4/2022;226989;-1130;525;-2105;228119;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;8/4/2022;2519865;186558;6763;825;2333307;373
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;9/4/2022;0;89036;0;400;-89036;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;11/4/2022;6487098;-2258;16850;-10;6489356;385
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;12/4/2022;865734;0;2150;0;865734;403
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;13/4/2022;4126080;0;10500;0;4126080;393
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;14/4/2022;108090;0;250;0;108090;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;18/4/2022;3965386;2484924;10225;11040;1480462;388
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;19/4/2022;2234384;365807;5650;1613;1868577;395
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;20/4/2022;3066068;144770;7133;618;2921298;430
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;21/4/2022;477462;209036;1200;925;268426;398
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;22/4/2022;2118939;467088;5320;2075;1651851;398
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;25/4/2022;893511;624321;2200;2775;269190;406
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;26/4/2022;1086824;446541;2538;1975;640283;428
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;27/4/2022;0;1102445;0;4910;-1102445;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;28/4/2022;724203;5141477;1675;22810;-4417274;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;29/4/2022;4822869;10648425;11625;47258;-5825556;415
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Abril;30/4/2022;1272038;0;3250;0;1272038;391
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;2/5/2022;7377285;379839;18738;1575;6997446;394
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;3/5/2022;443169;8401;1025;-45;434768;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;4/5/2022;4593655;582368;11768;2400;4011287;390
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;5/5/2022;3683425;1010490;8525;4190;2672935;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;6/5/2022;453978;0;1050;0;453978;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;9/5/2022;1225835;0;2875;0;1225835;426
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;10/5/2022;1472504;301291;3418;1240;1171213;431
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;11/5/2022;90396;85048;210;350;5348;430
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;12/5/2022;47948;54238;100;225;-6290;479
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;13/5/2022;181353;226900;425;925;-45547;427
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;16/5/2022;9079560;534660;21000;2200;8544900;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;17/5/2022;6437454;2468869;15150;10140;3968585;425
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;19/5/2022;1004037;137129;2325;563;866908;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;20/5/2022;2324269;1358378;5375;5580;965891;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;23/5/2022;559486;904922;1293;3720;-345436;433
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;24/5/2022;4738531;571102;10965;2350;4167429;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;25/5/2022;0;234577;0;1043;-234577;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;26/5/2022;3511024;382791;8600;1575;3128233;408
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;27/5/2022;2319112;414387;5378;1705;1904725;431
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;28/5/2022;0;18228;0;75;-18228;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;29/5/2022;0;9167721;0;37725;-9167721;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;30/5/2022;5475352;715271;13610;3045;4760081;402
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Mayo;31/5/2022;1316536;2300926;3045;9565;-984390;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;1/6/2022;2142991;0;4975;0;2142991;431
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;2/6/2022;1640246;0;3795;0;1640246;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;3/6/2022;358859;-1215;830;-5;360074;432
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;6/6/2022;3260867;-2427;7580;-10;3263294;430
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;7/6/2022;1580523;69016;3675;270;1511507;430
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;8/6/2022;874028;1080312;2010;4200;-206284;435
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;9/6/2022;3432713;270078;7988;1050;3162635;430
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;10/6/2022;2334781;1619211;5023;6295;715570;465
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;12/6/2022;0;2635927;0;10250;-2635927;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;13/6/2022;989688;409859;2100;1575;579829;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;14/6/2022;450847;604473;1000;2350;-153626;451
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;15/6/2022;4199819;0;9738;0;4199819;431
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;16/6/2022;3476751;3067309;7723;11925;409442;450
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;17/6/2022;0;38583;0;150;-38583;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;20/6/2022;0;2281057;0;9350;-2281057;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;21/6/2022;8162419;1903923;18850;7425;6258496;433
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;22/6/2022;5896927;0;12915;0;5896927;457
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;23/6/2022;989688;420267;2100;1630;569421;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;24/6/2022;537280;186493;1150;725;350787;467
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;25/6/2022;0;405126;0;1575;-405126;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;26/6/2022;0;64306;0;600;-64306;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;27/6/2022;1811821;867567;3900;-663;944254;465
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;28/6/2022;1045774;515408;2225;1985;530366;470
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;29/6/2022;978118;13620569;2070;52940;-12642451;473
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Junio;30/6/2022;1958339;7842369;4185;40810;-5884030;468
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;1/7/2022;5038308;0;10873;0;5038308;463
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;4/7/2022;294550;0;625;0;294550;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;5/7/2022;659792;0;1400;0;659792;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;7/7/2022;3199184;0;6875;0;3199184;465
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;8/7/2022;5836874;-2695;12500;-10;5839569;467
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;11/7/2022;1929629;78185;4100;285;1851444;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;12/7/2022;1355318;2134695;2850;7913;-779377;476
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;13/7/2022;737424;26560;1525;100;710864;484
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;14/7/2022;3912976;134585;8308;500;3778391;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;15/7/2022;1782184;2563216;3728;9975;-781032;478
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;16/7/2022;0;2990519;0;11025;-2990519;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;17/7/2022;0;174729;0;1538;-174729;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;18/7/2022;15316932;344733;32525;1768;14972199;471
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;19/7/2022;308220;427503;600;1575;-119283;514
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;20/7/2022;1419673;854996;2750;3250;564677;516
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;21/7/2022;9529316;361191;20438;2335;9168125;466
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;22/7/2022;3230362;67858;6415;875;3162504;504
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;24/7/2022;0;197433;0;775;-197433;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;25/7/2022;4539704;836776;9600;4310;3702928;473
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;26/7/2022;1722310;13550938;3565;50400;-11828628;483
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;27/7/2022;2260280;3472293;4400;13390;-1212013;514
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;28/7/2022;365237;1767870;705;6455;-1402633;518
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Julio;29/7/2022;4671908;1071007;9163;1028;3600901;510
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Agosto;1/8/2022;6776616;68558;13430;250;6708058;505
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2022;Agosto;2/8/2022;2692397;-1374;5468;-55;2693771;492
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;4/1/2017;24134;0;595;0;24134;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;6/1/2017;0;11285;0;500;-11285;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;16/1/2017;23840;0;500;0;23840;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;19/1/2017;0;2918;0;130;-2918;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;23/1/2017;0;2081;0;110;-2081;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;24/1/2017;10335;584;220;25;9751;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;25/1/2017;0;224;0;10;-224;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;26/1/2017;475;3142;10;140;-2667;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;30/1/2017;1163;-12;25;-1;1175;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Enero;31/1/2017;6649;0;140;0;6649;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;6/2/2017;0;0;0;-20;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;7/2/2017;0;686;0;30;-686;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;10/2/2017;1335;0;30;0;1335;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;14/2/2017;0;1022;0;60;-1022;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;15/2/2017;405;10606;10;470;-10201;41
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;16/2/2017;698;0;15;0;698;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;17/2/2017;904;353;20;0;551;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;21/2/2017;22320;0;485;0;22320;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;22/2/2017;0;1022;0;45;-1022;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Febrero;23/2/2017;2007;0;45;0;2007;45
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;2/3/2017;0;0;0;50;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;10/3/2017;0;8377;0;370;-8377;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;13/3/2017;0;1176;0;50;-1176;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;14/3/2017;2466;0;50;-50;2466;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;16/3/2017;0;2252;0;100;-2252;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;17/3/2017;4788;0;100;0;4788;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;20/3/2017;18669;0;370;0;18669;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;23/3/2017;0;4630;0;205;-4630;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;27/3/2017;247;0;5;0;247;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Marzo;29/3/2017;10068;0;200;0;10068;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;3/4/2017;0;2600;0;115;-2600;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;10/4/2017;5796;0;115;0;5796;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;17/4/2017;0;1188;0;50;-1188;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;18/4/2017;2466;0;50;0;2466;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;20/4/2017;0;0;0;180;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;21/4/2017;0;16888;0;780;-16888;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;24/4/2017;0;639;0;-180;-639;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;26/4/2017;0;705;0;30;-705;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;27/4/2017;217;0;5;0;217;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Abril;28/4/2017;38265;0;805;0;38265;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;2/5/2017;217;238;5;10;-21;43
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;4/5/2017;493;0;10;0;493;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;8/5/2017;0;10527;0;460;-10527;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;9/5/2017;0;477;0;20;-477;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;12/5/2017;1036;0;480;0;1036;2
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;15/5/2017;0;571;0;25;-571;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;16/5/2017;1219;0;25;0;1219;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;19/5/2017;0;6863;0;300;-6863;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;24/5/2017;0;583;0;25;-583;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;29/5/2017;1233;685;25;30;548;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;30/5/2017;1175;0;25;0;1175;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Mayo;31/5/2017;247;0;5;0;247;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;1/6/2017;15116;0;300;0;15116;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;2/6/2017;0;698;0;35;-698;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;5/6/2017;1422;0;30;0;1422;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;6/6/2017;0;1213;0;50;-1213;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;9/6/2017;2466;0;50;0;2466;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;12/6/2017;0;1213;0;50;-1213;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;13/6/2017;0;364;0;30;-364;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;14/6/2017;777;0;15;0;777;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;15/6/2017;2466;0;50;85;2466;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;16/6/2017;0;1082;0;45;-1082;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;19/6/2017;0;0;0;-5;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;22/6/2017;1219;0;25;0;1219;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;23/6/2017;0;971;0;40;-971;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;26/6/2017;247;0;5;0;247;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;27/6/2017;2281;0;45;0;2281;51
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;28/6/2017;0;2138;0;90;-2138;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;29/6/2017;3932;0;80;0;3932;49
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Junio;30/6/2017;0;-243;0;-10;243;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;3/7/2017;0;-59;0;-3;59;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;4/7/2017;912;0;120;0;912;8
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;10/7/2017;0;248;0;10;-248;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;11/7/2017;523;0;10;0;523;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;13/7/2017;0;5258;0;220;-5258;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;18/7/2017;11752;124;220;5;11628;53
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;20/7/2017;0;124;0;5;-124;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;21/7/2017;523;0;10;0;523;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;24/7/2017;0;124;0;5;-124;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;25/7/2017;261;0;5;0;261;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;27/7/2017;0;-12;0;-1;12;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;28/7/2017;0;496;0;20;-496;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Julio;31/7/2017;784;0;15;0;784;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;4/8/2017;0;14912;0;855;-14912;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;7/8/2017;0;6242;0;0;-6242;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;8/8/2017;30506;129;610;5;30377;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;10/8/2017;261;0;5;0;261;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;14/8/2017;0;0;250;0;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;15/8/2017;0;501;0;20;-501;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;16/8/2017;1001;0;20;0;1001;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;18/8/2017;0;3397;0;145;-3397;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;22/8/2017;0;251;0;10;-251;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;23/8/2017;1016;0;20;0;1016;51
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;24/8/2017;0;8402;0;345;-8402;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;28/8/2017;15732;0;335;0;15732;47
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;29/8/2017;0;3297;0;140;-3297;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Agosto;30/8/2017;725;0;15;0;725;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;4/9/2017;1188;518;25;-115;670;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;5/9/2017;1016;10981;20;450;-9965;51
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;6/9/2017;26882;0;560;0;26882;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;8/9/2017;0;132;0;10;-132;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;11/9/2017;261;9817;5;385;-9556;52
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;14/9/2017;0;0;0;-5;0;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;18/9/2017;0;33770;0;1385;-33770;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;19/9/2017;47573;0;1025;0;47573;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;20/9/2017;68733;26947;1445;1090;41786;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;22/9/2017;4468;634;90;25;3834;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;25/9/2017;15099;1232;325;50;13867;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;26/9/2017;0;11225;0;450;-11225;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;27/9/2017;0;1468;0;60;-1468;0
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;28/9/2017;695;7143;15;300;-6448;46
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Septiembre;29/9/2017;2172;625;45;25;1547;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;2/10/2017;2317;0;55;0;2317;42
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;3/10/2017;37105;52929;770;2240;-15824;48
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;5/10/2017;110924;0;2240;0;110924;50
YERBA MATE BCP;Yerba Mate;Cadenas de Supermercados;2017;Octubre;6/10/2017;0;504;0;20;-504;0
